Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777911356,10,,Aggregated,0.200000,0.000000,29000,42000,45000,59000,63000,68000,68000,68000,68000,68000,68000,14,0,26000,34558.481471425956,8468.211500003235,67945.16559998738,952.5
1777911357,10,,Aggregated,0.200000,0.000000,29000,42000,45000,59000,63000,68000,68000,68000,68000,68000,68000,14,0,26000,34558.481471425956,8468.211500003235,67945.16559998738,952.5
1777911358,10,,Aggregated,0.200000,0.000000,29000,42000,59000,63000,68000,73000,73000,73000,73000,73000,73000,15,0,29000,37114.98467332955,8468.211500003235,72906.02949997992,959.3333333333334
1777911359,10,,Aggregated,0.200000,0.000000,29000,42000,59000,63000,68000,73000,73000,73000,73000,73000,73000,15,0,29000,37114.98467332955,8468.211500003235,72906.02949997992,959.3333333333334
1777911360,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911361,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911362,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911363,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911364,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911365,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911366,10,,Aggregated,0.300000,0.000000,33000,45000,63000,63000,71000,73000,73000,73000,73000,73000,73000,16,0,29000,39219.74775624585,8468.211500003235,72906.02949997992,946.4375
1777911367,10,,Aggregated,0.200000,0.000000,33000,59000,63000,68000,71000,73000,73000,73000,73000,73000,73000,17,0,33000,41108.87668823125,8468.211500003235,72906.02949997992,955.5882352941177
1777911368,10,,Aggregated,0.200000,0.000000,33000,59000,63000,68000,71000,73000,73000,73000,73000,73000,73000,17,0,33000,41108.87668823125,8468.211500003235,72906.02949997992,955.5882352941177
1777911369,10,,Aggregated,0.200000,0.000000,33000,59000,63000,68000,71000,73000,73000,73000,73000,73000,73000,17,0,33000,41108.87668823125,8468.211500003235,72906.02949997992,955.5882352941177
1777911370,10,,Aggregated,0.200000,0.000000,33000,59000,63000,68000,71000,73000,73000,73000,73000,73000,73000,17,0,33000,41108.87668823125,8468.211500003235,72906.02949997992,955.5882352941177
1777911371,10,,Aggregated,0.200000,0.000000,33000,59000,63000,68000,71000,73000,73000,73000,73000,73000,73000,17,0,33000,41108.87668823125,8468.211500003235,72906.02949997992,955.5882352941177
1777911372,10,,Aggregated,0.200000,0.000000,42000,59000,68000,70000,71000,73000,73000,73000,73000,73000,73000,18,0,33000,42689.296088886396,8468.211500003235,72906.02949997992,963.7777777777778
1777911373,10,,Aggregated,0.200000,0.000000,42000,59000,68000,70000,71000,73000,73000,73000,73000,73000,73000,18,0,33000,42689.296088886396,8468.211500003235,72906.02949997992,963.7777777777778
1777911374,10,,Aggregated,0.200000,0.000000,42000,59000,68000,70000,71000,73000,73000,73000,73000,73000,73000,18,0,33000,42689.296088886396,8468.211500003235,72906.02949997992,963.7777777777778
1777911375,10,,Aggregated,0.200000,0.000000,42000,59000,68000,70000,71000,73000,73000,73000,73000,73000,73000,18,0,33000,42689.296088886396,8468.211500003235,72906.02949997992,963.7777777777778
1777911376,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911377,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911378,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911379,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911380,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911381,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911382,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911384,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
1777911385,10,,Aggregated,0.200000,0.000000,42000,63000,68000,70000,71000,73000,73000,73000,73000,73000,73000,19,0,42000,43859.06953683987,8468.211500003235,72906.02949997992,946.578947368421
